Title, Birthyear, occupationgroup
Ali_Said_Hassan,1950,other
Ali_Sajid,,academic
Ali_Sanei,1973,other
Ali_Sethi,1984,other
Ali_Shamkhani,,office holder
Ali_Shariati,1933,other
Ali_Sharif_Al_Emadi,,office holder
Ali_Sheikh_Ahmed,,other
Ali_Smith,,author
Ali_Soheili,,other
Ali_Soufan,1971,other
Ali_Tajer,,academic
Ali_Tanrıyar,1914,other
Ali_Tarhouni,1951,office holder
Ali_Tayebnia,1960,office holder
Ali_Traoré,,athlete
Ali_Velshi,1968,other
Ali_Williams,,athlete
Ali_Yachkaschi,1939,academic
Ali_Yıldırım_Koç,1967,other
Ali_Zeidan,1950,office holder
Ali_al-Adeeb,,office holder
Ali_Özkaya,,other
Ali_İhsan_Su,,other
Alia_M._Ludlum,1962,other
Alia_Sabur,,academic
Aliakbar_Aghaei_Moghanjoei,1947,other
Aliasger_K._Salem,1976,academic
Alice_Anderson,1972,other
Alice_Arlen,,author
Alice_Aycock,,other
Alice_Ball,1892,academic
Alice_Birney,1858,other
Alice_Boner,1889,other
Alice_Candy,1888,other
Alice_Carter_Cook,1868,academic
Alice_Catherine_Evans,1881,academic
Alice_Coddington,,athlete
Alice_Crocker_Lloyd,1893,office holder
Alice_Dreger,,academic
Alice_Dunbar_Nelson,1875,other
Alice_Dye,1927,other
Alice_Eve,1982,other
Alice_Everett,1865,academic
Alice_Fong_Yu,1905,other
Alice_Freeman_Palmer,1855,other
Alice_Gainer,1982,other
Alice_Gast,,office holder
Alice_Gerstenberg,1885,other
Alice_Gore_King,1914,other
Alice_H._Lichtenstein,,academic
Alice_Hamilton,,academic
Alice_Hamlin_Hinman,1869,academic
Alice_Harden,1948,office holder
Alice_Haskins,,academic
Alice_Hausman,1942,office holder
Alice_Inoue,1964,other
Alice_Johnson_(politician),1941,office holder
Alice_Kober,1906,other
Alice_Kuipers,,author
Alice_M._Batchelder,,office holder
Alice_Mahon,,other
Alice_Marriott,1907,other
Alice_Middleton_Boring,1883,academic
Alice_Miller_(golfer),,athlete
Alice_Mossie_Brues,1913,academic
Alice_Munro,,author
Alice_Palmer_(politician),,office holder
Alice_Peisch,1954,office holder
Alice_Perry,1885,other
Alice_Prochaska,1947,other
Alice_Randall,,author
Alice_Reinheart,1913,other
Alice_Rich_Northrop,1863,academic
Alice_Ritzman,1952,athlete
Alice_Rivlin,,office holder
Alice_Robie_Resnick,,office holder
Alice_S._Huang,,academic
Alice_Spencer_Geddes_Lloyd,1876,other
Alice_Stone_Blackwell,1857,other
Alice_Taylor,,other
Alice_Tym,1942,other
Alice_Walton,1949,other
Alice_Wells,,office holder
Alice_Wolf,1933,office holder
Alice_Y._Ting,,academic
Alicemarie_Huber_Stotler,1942,other
Alicia_Coppola,1968,other
Alicia_Dickerson_Montemayor,1902,other
Alicia_Girón,,other
Alicia_Hyndman,,office holder
Alicia_Kirchner,1946,office holder
Alicia_Kozakiewicz,1988,other
Alicia_Leeke,,other
Alicia_Limtiaco,1963,office holder
Alicia_Loxley,1981,other
Alicia_Menendez,1983,other
Alicia_Munnell,1942,office holder
Alicia_Nitecki,1942,academic
Alicia_Oshlack,1975,academic
Alicia_Ostriker,,author
Alicia_Reece,1971,office holder
Alicia_Witt,1975,other
Alicja_Majewska,1948,other
Alick_Buchanan-Smith_(politician),,other
Alick_Downer,,other
Alick_Isaacs,,academic
Alie_Badara_Mansaray,,office holder
Alija_Behmen,1940,other
Aliko_Dangote,1957,other
Aliko_Kibona,1956,office holder
Alile_Sharon_Larkin,1953,other
Alim-Louis_Benabid,1942,author
Alimuddin_Zumla,1955,academic
Alin_Suciu,,academic
Alina_Cho,,other
Alina_Gorghiu,,office holder
Alina_Tugend,1959,other
Alina_Zotea,,other
Alipate_Qetaki,,office holder
Alireza_Ali-Ahmadi,,other
Alireza_Jafarzadeh,,other
Alireza_Mahjoub,,other
Alireza_Monadi_Sefidan,1969,other
Alireza_Novin,1961,office holder
Alireza_Rahimi,1955,other
Alireza_Shapour_Shahbazi,1942,academic
Alireza_Shokoohi,,academic
Alireza_Yaghoubi,1990,other
Alireza_Zakani,,office holder
Alisa_Burras,,athlete
Alisa_Cooper,1952,other
Alisi_Tupuailei,,athlete
Alison_Broinowski,1941,other
Alison_Byerly,,office holder
Alison_Cooper,1966,other
Alison_Davis-Blake,1958,other
Alison_Des_Forges,1942,other
Alison_Dolling,,author
Alison_Duff,1914,other
Alison_Etheridge,,academic
Alison_Geissler,1907,other
Alison_Gopnik,1955,academic
Alison_Gordon,1943,author
Alison_Harmelin,,other
Alison_J._Nathan,1972,office holder
Alison_Jackson,1970,other
Alison_King,1973,other
Alison_Kosik,"['1971', '1970']",other
Alison_Lee,1995,athlete
Alison_Littell_McHose,,office holder
Alison_Lundergan_Grimes,1978,office holder
Alison_McCreary,1974,other
Alison_McGovern,1980,other
Alison_McInnes,1957,office holder
Alison_Megarrity,1961,office holder
Alison_Redford,1965,office holder
Alison_Renee_Lee,1958,office holder
Alison_Richard,,office holder
Alison_Rose,,office holder
Alison_Russell,,other
Alison_Saar,,other
Alison_Saunders,1961,office holder
Alison_Simmons,1965,academic
Alison_Starling,1973,other
Alison_Stenning,,other
Alison_Stewart,1966,other
Alison_Thewliss,,other
Alison_Uttley,1884,other
Alison_Viktorin,1981,other
Alison_Weir,,author
Alison_White_(bishop),1956,other
Alison_Woollard,1968,academic
Alissa_Keny-Guyer,1959,office holder
Alissa_Nutting,,author
Alissa_Quart,1972,author
Alistair_Burt,,other
Alistair_Carmichael,,office holder
Alistair_Coe,1984,office holder
Alistair_Cooke,1908,other
Alistair_Darling,,office holder
Alistair_Fraser_(parliamentary_official),,office holder
Alistair_Harrison,1954,office holder
Alistair_MacDonald,,other
Alistair_MacGregor,,other
Alistair_MacLean,1922,other
Alistair_MacLeod,,author
Alistair_Magowan,1955,other
Alister_George_McLellan,1919,academic
Alister_Munro_Campbell,1979,athlete
Alister_Murdoch,1912,other
Alix_Kates_Shulman,1932,author
Aliya_LeeKong,1978,other
Alize_Lily_Mounter,1988,other
Alizeh_Iqbal_Haider,,other
Aljo_Bendijo,1974,other
Aljon_Mariano,1992,athlete
Aljoša_Čampara,,office holder
Alla_Dzhioyeva,1949,office holder
Alla_Latynina,1940,other
Alladi_Ramakrishnan,1923,academic
Allahverdi_Dehghani,1968,other
Allama_Matthews,1961,athlete
Allan_Alaalatoa,1994,athlete
Allan_Alcorn,1948,other
Allan_Arthur_Willman,1909,other
Allan_B._Calhamer,1931,other
Allan_Balmain,,academic
Allan_Boath,1958,athlete
Allan_Borodin,,academic
Allan_Bradley,,academic
Allan_Brown_(soccer),1984,athlete
Allan_Burns,1935,other
Allan_C._Spradling,1949,academic
Allan_Caidic,,athlete
Allan_Carpenter,1917,author
Allan_Carr,1937,other
Allan_Chapman_(historian),,academic
Allan_Dell,1992,athlete
Allan_Egolf,1938,office holder
Allan_Evridge,1985,athlete
Allan_F._Smith,,academic
Allan_Fotheringham,1932,other
Allan_Fung,1970,office holder
Allan_G._Bromley,,academic
Allan_Golston,,other
Allan_Gotlieb,,office holder
Allan_Graf,,other
Allan_Gray_(investor),1938,other
Allan_H._MacDonald,1951,academic
Allan_Hawke,1948,office holder
Allan_Hobson,1933,academic
Allan_J._Kuethe,1940,other
Allan_Kaprow,,other
Allan_Kauffman,1949,other
Allan_Kuhn_Grim,1904,office holder
Allan_L._Drash,1931,other
Allan_Leal,1917,office holder
Allan_Leibel,1945,other
Allan_Leighton,1953,other
Allan_Loeb,1970,author
Allan_Loomes,1917,other
Allan_M._Brandt,1953,academic
Allan_Macartney,,office holder
Allan_Mackintosh,1936,academic
"Allan_Maconochie,_Lord_Meadowbank",1748,other
Allan_Mallinson,,author
Allan_Mansoor,1964,office holder
Allan_Manzi,1988,other
Allan_Maraynes,1950,other
Allan_Massie,1938,other
Allan_Myers,1947,other
Allan_Nevins,,academic
Allan_Percy_Fleming,1912,office holder
Allan_Quartermaine,1888,other
Allan_R._McKinnon,1930,office holder
Allan_Ronald,1938,academic
Allan_Sandage,,academic
Allan_Savory,1935,academic
Allan_Schnaiberg,1939,academic
Allan_Schore,1943,academic
Allan_Shivers,,other
Allan_Sproul,1896,office holder
Allan_Staffans,1880,other
Allan_Stewart_(rugby_player),1940,athlete
Allan_Taylor_(British_Army_officer),1919,other
Allan_Taylor_(diplomat),1941,office holder
Allan_Toniks,,other
Allan_Turner_Howe,,other
Allan_V._Cox,,academic
Allan_Weiss,1959,other
Allan_Williford,1892,other
Allan_Wilson,,academic
Allan_Woodrow_(author),1964,author
Allard_H._Gasque,1873,office holder
Allard_Roen,1921,other
Allegra_Stratton,1980,other
Allegra_Versace,1986,other
Allein_Maliksi,1987,athlete
Allen_(Cambridge_University_cricketer),,athlete
Allen_Abraham,1865,other
Allen_Alley,,office holder
Allen_Blanchard,1929,other
Allen_Boren,1934,other
Allen_Bowie_Duckett,1775,other
Allen_Boyd,,other
Allen_Bradley_(politician),1951,office holder
Allen_Broussard,1929,other
Allen_Brown,1943,athlete
Allen_Brown_(public_servant),,office holder
Allen_C._Gremillion,1929,office holder
Allen_C._Guelzo,1953,other
Allen_C._Thompson,,other
Allen_Carter,,athlete
Allen_Chao,,other
Allen_Clarke_(educationalist),1910,other
Allen_Coulter,,other
Allen_Curnow,1911,other
Allen_D._Candler,,other
Allen_Doyle,,athlete
Allen_Drury,1918,other
Allen_Dulles,,office holder
Allen_Edwards_(basketball),1975,other
Allen_Elward,1892,other
Allen_Fletcher_(Texas_politician),1955,office holder
Allen_Foster_Cooper,1838,other
Allen_G._Schwartz,1934,office holder
Allen_Ginsberg,,author
Allen_Greene,1977,other
Allen_Grossman,1932,author
Allen_Grubman,,other
Allen_Gum,1969,other
Allen_Harvin,1959,athlete
Allen_Helbig,1964,other
Allen_Hunt,1964,other
Allen_Icet,1957,other
Allen_J._Bard,,academic
Allen_J._Ellender,,office holder
Allen_Jeardeau,1866,other
Allen_Joines,1947,office holder
Allen_Kagina,1961,other
Allen_Kay,1945,other
Allen_Kerr_(Arkansas_politician),1956,office holder
Allen_Klein,1931,other
Allen_Kukovich,1947,office holder
Allen_Ludden,1917,other
Allen_M._Hornblum,,author
Allen_McCants,1875,other
Allen_McCarthy,1970,office holder
Allen_McClay,1932,other
Allen_McReynolds,1877,office holder
Allen_Moore_(American_football),1909,athlete
Allen_Morris_(tennis),1932,athlete
Allen_Newell,,academic
Allen_Paul_(politician),1945,office holder
Allen_Pinkett,1964,athlete
Allen_Pitts,,athlete
Allen_Quist,1944,office holder
Allen_R_Miller,1943,academic
Allen_Rudolph,,other
Allen_Shenstone,1893,academic
Allen_Shofe,,other
Allen_Snyder_(coach),,other
Allen_Steckle,,other
Allen_Sulatycky,1938,office holder
Allen_T._Brinsmade,1837,office holder
Allen_T._Caperton,,office holder
Allen_Taflove,,academic
Allen_Thomas,1830,other
Allen_W._Seaby,1867,other
Allen_Webb,1983,athlete
Allen_Weh,1942,office holder
Allen_Weiner,,other
Allen_West_(politician),1961,office holder
Allen_Wikgren,1906,academic
Allen_Wilson_(American_football),1951,other
"Alleyne_FitzHerbert,_1st_Baron_St_Helens",1753,other
Alli_Austria,1990,athlete
Allie_Edward_Stakes_Stephens,1900,office holder
Allie_LaForce,,other
Allie_Miller,1886,other
Allison_A._Campbell,,academic
Allison_Amend,,author
Allison_Ball,,office holder
Allison_Burnett,1958,author
Allison_Copening,1964,office holder
Allison_Curtin,1980,athlete
Allison_Dale_Burroughs,1961,office holder
Allison_Dysart,,other
Allison_Finney,1958,athlete
Allison_Garrett,,office holder
Allison_Green,1911,office holder
Allison_Hubert,,other
Allison_Janney,1959,other
Allison_Keith,1974,other
Allison_Macfarlane,,office holder
Allison_Pataki,1984,author
Allison_Payne,1964,other
Allison_Rosati,1963,other
Allison_Silberberg,,office holder
Allison_Stanger,1960,other
Allison_Williams_(actress),1988,other
Allison_Williams_(reporter),,other
Allissa_Richardson,1981,other
Allister_Hogg,,athlete
Allmand_A._McKoy,1825,other
Allola_Indrakaran_Reddy,1949,office holder
Allora_&_Calzadilla,,other
Ally_Burguieres,1982,other
Allyn_Abbott_Young,,other
Allyn_McKeen,1905,other
Allyne_R._Ross,1946,office holder
Allyson_Kay_Duncan,,office holder
Allyson_Mitchell,,other
Allyson_Schwartz,,office holder
Allyssa_DeHaan,1988,athlete
Alma_Adamkienė,,office holder
Alma_Adams,,office holder
Alma_Allen_(politician),,office holder
Alma_Joslyn_Whiffen-Barksdale,,academic
Alma_López,,other
Alma_Martinez_(actress),1953,other
Alma_Powell,,office holder
Alma_Routsong,,author
Alma_Smith_Jacobs,1916,other
Alma_Thomas,,other
Alma_Wheeler_Smith,1941,office holder
Almaz_Sharman,1960,other
Almazbek_Atambayev,1956,office holder
Almir_Barbosa,1980,athlete
Almond_Vosotros,1990,athlete
Almroth_Wright,,academic
Alois_Alzheimer,,academic
Alois_Hudal,,other
Alois_Langer,1945,other
Alojz_Benac,1914,academic
Alok_Bhargava,1954,other
Alok_Sharma,1967,other
Alok_Tiwari,,office holder
Aloke_Lohia,1958,other
Alon_Harel,1957,academic
Alon_Lubezky,1980,athlete
Alondra_Nelson,,other
Alonso_Lujambio,1962,office holder
Alonso_Mayo,1978,author
Alonso_Neira_Martinez,,other
Alonso_Núñez_de_Haro_y_Peralta,,other
Alonzo_Bradley,,athlete
Alonzo_Church,,academic
Alonzo_Davis,1942,other
Alonzo_Edwin_Branch,1874,other
Alonzo_G._Brown,,other
Alonzo_Garcelon,,other
Alonzo_Gesner,1842,other
Alonzo_J._Edgerton,,other
Alonzo_Jackman,1809,other
Alonzo_Mayes,1975,athlete
Alonzo_S._Church,,office holder
Aloysio_Nunes,,other
Aloysio_de_Andrade_Faria,1920,other
Aloysius_Ambrozic,,other
Aloysius_Cortie,1859,academic
Aloysius_Masnata,1823,office holder
Aloysius_Schulte,1858,other
Aloysius_Stepinac,,other
Aloysius_Varsi,,office holder
Aloízio_Mercadante,1954,office holder
Alper_Solak,0016,athlete
Alper_Çuğun,1981,other
Alpha_Brummage,1880,other
Alpha_Condé,,office holder
Alpha_Jamison,1875,other
Alpha_Kanu,,other
Alpha_Oumar_Konaré,,office holder
Alpha_Timbo,1961,other
Alphaxard_Lugola,1963,office holder
Alpheus_B._Alger,1854,office holder
Alpheus_Felch,,other
Alpheus_Henry_Snow,1859,other
Alpheus_Spring_Packard,,academic
Alphonse_J._Jackson,1927,office holder
Alphonso_Jackson,,office holder
Alphonso_Taft,,office holder
Alphonzo_Bell,1875,other
"Alphonzo_E._Bell,_Jr.",,other
Alston_Scott_Householder,,academic
Altaf_Husain,,office holder
Altaf_Hussain,,other
Altaf_Hussain_(politician),,office holder
Altamas_Kabir,,other
Altamont_McKenzie,1951,athlete
Althea_Garrison,1940,office holder
Altiero_Spinelli,,office holder
Altino_Domingues,1951,athlete
Alton_E._Bailey,1907,academic
Alton_Jackson,,other
Alton_Johnson,1877,other
Alton_L._Becker,1932,academic
Alton_L._Wade,1935,other
Alton_Lister,,athlete
Alton_Milford_Young,"['1911', '1884']",other
Alton_Ochsner,,academic
Alton_R._Waldon_Jr.,,other
Alton_Tobey,,other
Alun_Ffred_Jones,1949,office holder
Alun_Lewis_(rugby_union),1956,athlete
Alun_Michael,,office holder
Alun_Pask,1937,athlete
Alun_Thomas,1926,athlete
Alun_Wyn_Jones,1985,athlete
Alured_Ransom,1908,other
Aluthwewa_Soratha_Thera,1943,other
Alva_B._Adams,,other
Alva_Duer,,other
Alva_Kelley,1918,other
Alva_Woods,1794,other
Alvah_Bessie,1904,other
Alvan_Cullem_Gillem_II,1917,other
Alvan_Lafargue,1883,other
Alvar_Ellegård,1919,other
Alvar_Lidell,1908,other
Alvar_Palmgren,1880,academic
Alvarenga_Peixoto,,author
Alveda_King,,office holder
Alvin_A._Lee,,office holder
Alvin_Achenbaum,1925,other
Alvin_Anthony_Schall,1944,office holder
Alvin_Bell,,athlete
Alvin_Benjamin_Rubin,1920,other
Alvin_Bernard,,other
Alvin_Boyd_Kuhn,1880,other
Alvin_Brooks,,other
Alvin_Brooks_III,,other
Alvin_Brown,1961,office holder
Alvin_C._Graves,1909,other
Alvin_Cheng,,other
Alvin_D._Loving,1935,other
Alvin_Duke_Chandler,1902,office holder
Alvin_E._Roth,1951,other
Alvin_F._Waller,1808,other
Alvin_F._Weichel,1891,office holder
Alvin_Francis_Lindsay,1882,office holder
Alvin_Greene,1977,other
Alvin_Hansen,1887,other
Alvin_Hellerstein,,office holder
Alvin_J._Schexnider,,office holder
Alvin_Jaeger,,office holder
Alvin_Kletsch,,other
Alvin_Lewis_(Florida_State_University),,office holder
Alvin_Loucks,1895,athlete
Alvin_Luedecke,1910,other
Alvin_M._Weinberg,,academic
Alvin_Morell_Bentley,,other
Alvin_Ott,1949,office holder
"Alvin_P._Adams,_Jr.",,other
Alvin_Paul_Kitchin,1908,other
Alvin_Pierson,,other
Alvin_Robert_Cornelius,,office holder
Alvin_Robertson,,athlete
Alvin_Tan_(blogger),,other
Alvin_Teng,1965,athlete
Alvin_Toffler,1928,other
Alvin_Toles,1963,athlete
Alvin_Twitchell,,other
Alvin_W._Thompson,1953,other
Alvin_Wiederspahn,1949,office holder
Alvin_Wistert,1916,athlete
Alvin_Wyatt,1947,athlete
Alvin_Yeo,1962,other
Alvin_Yeung,1981,other
Alvin_Young,1975,athlete
Alvina_Krause,1893,other
Alvord_Wolff,,athlete
Alvy_Ray_Smith,1943,other
Alwin_C._Ernst,1881,other
Alwin_Komolong,1995,athlete
Alwin_Korselt,1864,academic
Alwin_Mittasch,1869,academic
Alwyn_Barr,1938,other
Alwyn_Didar_Singh,,other
Alwyn_Hollenbach,1985,athlete
Alwyn_Howard_Gentry,1945,academic
Alwyn_Jones_(biophysicist),1947,academic
Alwyn_Warren_(bishop),1900,other
Alwyn_Williams_(geologist),1921,office holder
Aly_Zaker,1944,other
Alya_bint_Ahmed_Al_Thani,,office holder
Alycia_Halladay,,academic
Alycia_Lane,1972,other
Alyn_Smith,,office holder
Alyona_Minkovski,1986,other
Alyona_Shkrum,,other
Alyse_Eady,1988,other
Alyson_Hannigan,1974,other
Alyson_Huber,1972,office holder
Alyssa_A._Goodman,1962,academic
Alyssa_Howell,,other
Alyssa_Mastromonaco,1976,office holder
Amaan_Reza,1986,other
Amadeus_William_Grabau,1870,other
Amado_Boudou,1962,office holder
Amadu_Wurie,1898,other
Amaechi_Igwe,1988,athlete
Amal_Clooney,1978,other
Amal_Karunasekara,,other
Amal_Kumar_Raychaudhuri,,academic
Amalia_García,,office holder
Amalia_Küssner_Coudert,1863,other
Amalia_Mesa-Bains,1943,other
Amalric_of_Bena,0012,other
Amalya_Lyle_Kearse,,office holder
Amama_Mbabazi,,office holder
Aman_Sethi,1983,author
Amanaki_Lotoahea,,athlete
Amanda_Aguirre,1953,office holder
Amanda_Bauer,1979,academic
Amanda_Bennett,1952,other
Amanda_Blackhorse,"['1982', '1983']",other
Amanda_Blumenherst,1986,athlete
Amanda_Bresnan,1971,other
Amanda_Burden,,other
Amanda_Butler,,other
Amanda_Carpenter,1982,other
Amanda_Clement,1888,other
Amanda_Coe,1965,author
Amanda_Cromwell,1970,other
Amanda_Curtis,1979,office holder
Amanda_D._Lotz,,academic
Amanda_Demme,,other
Amanda_Dlamini,1988,athlete
Amanda_Drury,,other
Amanda_Fisher,,academic
Amanda_Green,"['1965', '1963']",other
Amanda_Hamilton,1974,other
Amanda_Havard,1986,author
Amanda_Hearst,,other
Amanda_Hendrix,,academic
Amanda_Heng,1951,other
Amanda_Holden,1971,other
Amanda_Joseph,1986,other
Amanda_Keller,1962,other
Amanda_Knox,1987,other
Amanda_Levens,,other
Amanda_Lindhout,1981,other
Amanda_Longacre,1989,other
Amanda_Marcotte,1977,author
Amanda_Marshall_(attorney),,other
Amanda_McDonald_Crowley,,other
Amanda_McGill,1980,office holder
Amanda_Millar,,office holder
Amanda_Milling,,other
Amanda_Murphy,1970,office holder
Amanda_O'Leary,,other
Amanda_Pasdon,,office holder
Amanda_Peet,1972,other
Amanda_Peterson,1971,other
Amanda_Poach,1987,athlete
Amanda_Price,1956,office holder
Amanda_Ramirez,,other
Amanda_Renteria,1974,other
Amanda_Ripley,,author
Amanda_Rishworth,,other
Amanda_Sasek,,other
Amanda_Staveley,1973,other
Amanda_Strydom,1956,other
Amanda_Tapley,1988,other
Amanda_Tapping,1965,other
Amanda_Vanstone,,other
Amanda_Vickery,,academic
Amanda_Vincent,,academic
Amanda_Williams,1946,office holder
"Amando_Tetangco,_Jr.",1952,office holder
Amani_Williams_Hunt_Abdullah,1953,other
Amanya_Mushega,1946,office holder
Amar_Agarwal,1960,academic
Amar_Singh_(politician),,office holder
Amara_Mohamed_Konneh,1972,other
Amara_Soumah,1990,athlete
Amaranth_Ehrenhalt,1928,other
Amaresh_Misra,,author
Amarlo_Herrera,,athlete
Amartya_Sen,,other
Amasa_J._Parker,1807,other
Amasa_Learned,,office holder
Amasa_Stone_Bishop,1921,academic
Amata_Coleman_Radewagen,,office holder
Amaury_Nunes,,athlete
Ambarish_Mitra,1979,other
Amber_DeLuca,1967,other
Amber_Dermont,,author
Amber_Holt,,athlete
Amber_J_Lawson,,other
Amber_Jacobs,,athlete
Amber_MacArthur,1976,other
Amber_Renae,,other
Amber_Rudd,1963,office holder
Ambeth_Ocampo,1961,office holder
Ambica_Banerjee,1928,office holder
Ambiga_Sreenevasan,1956,office holder
Ambika_Anand,1980,other
Ambika_Charan_Choudhury,1930,author
Ambrose_Burke,1895,other
Ambrose_Bury,1869,office holder
Ambrose_Cheung,1951,office holder
Ambrose_Curtis,1992,athlete
Ambrose_King,,other
Ambrose_Lee,,office holder
Ambrose_O'Connell,1881,other
Ambrosio_Padilla,1910,office holder
Ambrosio_Rianzares_Bautista,1830,other
Ambrosius_Capello,,other
Ambuj_Sagar,,academic
Amedeo_Agostini,1892,academic
Ameen_Faheem,1939,office holder
Ameen_Sayani,1932,other
Ameenah_Gurib,1959,other
Amelia_Fawcett,1956,other
Amelia_Gray,1982,author
Amelia_Greenhall,,other
Amelia_Jones,,academic
Amelia_Kyambadde,1955,other
Amelia_Womack,1985,office holder
Amer_Raza,,other
America_Ferrera,1984,other
America_Meredith,1972,other
Ameya_Pawar,1980,other
Ameyaw_Debrah,,other
Ameyo_Adadevoh,1956,academic
Amfilohije_Radović,,other
Ami_Bera,1965,office holder
Ami_Harten,1947,academic
Ami_Horowitz,,other
Ami_Miron,,other
Amico_Bignami,1862,academic
Amie_Beth_Dickinson,,other
Amie_Stepanovich,,other
Amie_Thomasson,1968,other
Amila_Kankanamge,1983,other
Amilkar_Acosta_Medina,1950,office holder
Amin_Ahmed,,other
Amin_Hassan_Omar_Abdullah,1951,office holder
Amin_Joseph,1981,other
Amin_Kamil,1924,author
Amin_Mahmoud_(politician)__Amin_A._Mahmoud__1,,office holder
Antonio_Rostagni,1903,academic
Antonio_S._Luchetti,1888,other
Antonio_Saca,,other
Antonio_Salandra,,other
Antonio_Saldías,1951,other
Antonio_Signorini,1888,academic
Antonio_Superbia,0014,other
Antonio_Tajani,,office holder
Antonio_Trillanes,1971,office holder
Antonio_Ungar,1974,author
Antonio_Villaraigosa,1953,office holder
Antonio_Weiss,1966,office holder
Antonio_de_Luca,1975,other
Antonious_Bonner,1972,athlete
Antonis_Manitakis,1944,office holder
Antonis_Samaras,,office holder
Antony_Beevor,,author
Antony_C._Sutton,,author
Antony_Davies,1965,other
Antony_Edwards-Stuart,,other
Antony_Fisher,1915,other
Antony_G._Sweeney,1955,author
Antony_Garrett_Lisi,1968,academic
Antony_Hamilton,1952,other
"Antony_Head,_1st_Viscount_Head",,office holder
Antony_Hewish,,academic
Antony_Jenkins,1961,other
Antony_John_Williams,1964,academic
Antony_Leung,,office holder
Antony_Micallef,,other
Antony_Preston,,author
Antony_Stretton,,academic
Antonín_Baudyš,1946,office holder
Antonín_Holý,1936,academic
Ants_Laaneots,1948,other
Antti_Ahokas,1985,athlete
Antti_Rinne,1962,office holder
Antti_Tulenheimo,,office holder
Antun_Augustinčić,1900,other
Antun_Vujić,,office holder
Antun_Škvorčević,,other
Antwain_Barbour,1982,athlete
Antwain_Smith,1975,athlete
Antwi_Atuahene,,athlete
António_Arnault,1936,office holder
António_Augusto_Soares_de_Passos,1826,author
António_Borges,1949,office holder
António_Cordeiro,,author
António_Costa,,office holder
António_Costa_Pinto,1953,academic
António_Egas_Moniz,,academic
António_Horta_Osório_(banker),1964,other
António_José_Seguro,1962,office holder
"António_José_de_Ávila,_1st_Duke_of_Ávila_and_Bolama",1806,office holder
António_Maria_da_Silva,,office holder
António_Marinho_e_Pinto,1950,office holder
António_Monteiro_(politician),1944,office holder
António_Pedro_dos_Santos_Simões,1975,other
António_Sampaio_da_Nóvoa,,office holder
António_Vitorino,,office holder
António_de_Oliveira_Salazar,1889,office holder
António_de_Sousa_Franco,,office holder
Antônio_Augusto_Cançado_Trindade,1947,office holder
Antônio_Delfim_Netto,1928,other
"Antônio_Peregrino_Maciel_Monteiro,_2nd_Baron_of_Itamaracá",1804,author
Anu_Muhammad,,other
Anu_Singh,1972,other
Anu_Solomon,1996,athlete
Anugrah_Narayan_Sinha,1887,office holder
Anuj_Lugun,,author
Anukriti_Gusain,1994,other
Anup_Kumar_Saha,,office holder
Anup_Singh_Choudry,1949,office holder
Anupam_Garg,,academic
Anupam_Hazra,1982,office holder
Anupam_Mazumdar,,academic
Anupriya_Patel,1981,office holder
Anura_C._Perera,1947,other
Anura_Priyadharshana_Yapa,,other
Anuradha_Acharya,1972,other
Anuradha_Dullewe_Wijeyeratne,,office holder
Anuradha_Ghandy,1954,other
Anuradha_Jayaratne,,other
Anurag_Gupta,,other
Anurag_Thakur,,office holder
Anuranjan_Jha,1977,other
Anuruddha_Ratwatte,,other
Anusha_Rahman,,office holder
Anushka_Sharma,1988,other
Anusith_Termmee,,athlete
Anusuya_Chinsamy-Turan,1962,academic
Anvita_Abbi,1949,other
Anwaar_Ahmad,1947,author
Anwar_Ali_(physicist),1945,academic
Anwar_Ferguson,,athlete
Anwar_Fituri,1964,office holder
Anwar_Habib,,academic
Anwar_Ibrahim,1947,office holder
Anwar_Mohammed_Qarqash,,office holder
Anwar_Nasim,1935,academic
Anwar_Nusseibeh,,office holder
Anwar_Sadat,,office holder
Anwar_Saifullah_Khan,,office holder
Anwar_Shaikh_(economist),1945,academic
Anwar_al-Awlaki,1971,other
Anwar_ul-Haq_Ahady,,office holder
Anwarul_Iqbal,1950,other
Anxo_Quintana,,other
Anya_Camilleri,1972,other
Anya_Fernald,1975,other
Anya_Gallaccio,,other
Anzhelika_Tahir,,other
Anzhong_Wang,,academic
Aníbal_Acevedo_Vilá,1962,other
Aníbal_Cavaco_Silva,,office holder
Aníbal_Fernández,,office holder
Aníbal_Ibarra,,office holder
Aníbal_Marrero_Pérez,1949,office holder
Aníbal_Meléndez_Rivera,1948,office holder
Aníbal_Pinto_Santa_Cruz,,academic
Aníbal_Pérez,1948,other
Aníbal_de_Castro,1949,office holder
Ao_Man_Long,1956,office holder
Aodh_Buidhe_Mac_an_Bhaird,,other
Aodhán_Ó_Ríordáin,,office holder
Aoibhinn_Ní_Shúilleabháin,1983,other
Aowen_Jin,,other
Aparicio_Méndez,,office holder
Aparupa_Poddar,1986,office holder
Apichatpong_Weerasethakul,1970,other
Apollo_Chen,,office holder
Apolo_Nsibambi,,office holder
Apoorvanand_Jha,,office holder
Apostolos_Gerasoulis,1952,other
Apostolos_Kaklamanis,1936,office holder
Apostolos_Serletis,1955,other
Apostolos_Tzitzikostas,1978,office holder
Appleton_A._Mason,1880,other
April_Glaspie,,office holder
April_Gornik,1953,other
April_Heinrichs,,other
April_Ieremia,1967,athlete
April_Nelson,,other
April_Ryan,,other
