Title, Birthyear, occupationgroup
Aqeel_Solangi,,other
"Aquilino_Pimentel,_Jr.",,office holder
Aquilino_Pimentel_III,1964,office holder
ArLynn_Leiber_Presser,1960,author
"Ara_Darzi,_Baron_Darzi_of_Denham",1960,academic
Ara_Najarian,,office holder
Ara_Papian,1961,academic
Ara_Parseghian,,other
Araceli_Aipoh,,other
Aradhana_Misra,1974,office holder
Araik_Tunyan,1966,office holder
Araksya_Karapetyan,1982,other
Aram_Avakian,1926,other
Aram_Bartholl,1972,other
Aram_Chobanian,,office holder
Aram_Gaspar_Sargsyan,1949,office holder
Aram_Khachaturian,1903,other
Aram_Nalbandyan,1908,academic
Aram_Roston,,other
Aram_Safrastyan,1888,academic
Aram_Sargsyan,1961,office holder
Aram_Ter-Ghevondyan,1928,academic
Arantxa_Urretabizkaia,1947,author
Arapata_Hakiwai,,academic
Arati_Prabhakar,1959,academic
Arava_Shahaf,1990,athlete
Aravella_Simotas,1978,office holder
Aravind_Adiga,1974,author
Aravind_Joshi,,academic
Arayik_Harutyunyan,1973,office holder
Arben_Kryeziu,,other
Arben_Malaj,1961,office holder
Arben_Ristani,1969,other
Arbinder_Singal,,academic
Arbën_Xhaferi,,office holder
Arcadie_Gherasim,1957,other
Arcadio_Poveda,1930,academic
"Arch_A._Moore,_Jr.",,office holder
Arch_Crippin,,athlete
Arch_G._Woodside,1943,other
Arch_Reilly,1891,athlete
Archana_Bhattacharyya,1948,academic
Archbishop_Spyridon_of_America,1944,other
Archer_Allen_Phlegar,1846,office holder
Archibald_Alexander,,office holder
Archibald_Alison_(author),,author
Archibald_Blacklow,1879,other
Archibald_Boyd,1803,other
Archibald_Cameron_Macdonell,,other
"Archibald_Campbell,_1st_Marquess_of_Argyll",1607,other
Archibald_Campbell_Swinton,1812,other
Archibald_Cox,,office holder
Archibald_Davidson,1732,other
Archibald_Glenn,1911,other
Archibald_Gowanlock_Huntsman,1883,academic
Archibald_Hill,,academic
Archibald_Howie,,academic
Archibald_Lybrand,1840,office holder
Archibald_Main,,other
Archibald_McLelan,,office holder
"Archibald_Montgomerie,_11th_Earl_of_Eglinton",,other
Archibald_Reiss,,academic
Archibald_Roosevelt,1894,other
Archibald_Scott_Couper,,academic
Archibald_Simpson,,other
"Archibald_Sinclair,_1st_Viscount_Thurso",,office holder
Archibald_Vincent_Arnold,1889,other
Archie_Amerson,1974,athlete
Archie_Barton,1936,other
Archie_Bland,1983,other
Archie_Brain,1942,academic
Archie_Carr,,academic
Archie_Cooley,1940,other
"Archie_Elliott,_Lord_Elliott",1922,other
Archie_Eves,1876,other
Archie_H._Miller,1886,other
Archie_Hahn,,other
Archie_Hoxton,1875,other
Archie_J._Bahm,1907,other
Archie_Kirkman_Loyd,,other
Archie_Kodros,1918,other
Archie_McCardell,1926,other
Archie_Milano,1918,athlete
Archie_Miller_(basketball),1978,other
Archie_Norman,,office holder
Archie_Palmer,1896,academic
Archie_Panjabi,1972,other
Archie_Roy,1924,academic
Archie_W._Butcher,1901,other
Archie_W._Dunham,1938,other
Archie_W._Straiton,1907,academic
Archie_Webb,,other
Archie_Weston,1895,other
Archil_Khabadze,1980,other
Archimedes_Russell,1840,other
Archon_Fung,1968,other
"Archy_Kirkwood,_Baron_Kirkwood_of_Kirkhope",,other
Arci_Muñoz,1989,other
Arcot_Ramasamy_Mudaliar,1887,office holder
Ard_Louis,,academic
Ard_van_der_Steur,1969,office holder
Arda_Bowser,1899,athlete
Ardell_Brede,,other
Arden_Cho,1985,other
"Arden_L._Bement,_Jr.",,academic
Ardeshir_Hosseinpour,1962,academic
Ardeshir_Zahedi,,office holder
Ardeth_Platte,1936,other
Ardian_Fullani,1955,office holder
Ardian_Klosi,1957,author
Ardie_Savea,1993,athlete
Ardis_Herrold,,academic
Ardo_Perri,1950,athlete
Ardy_Larong,1980,athlete
Aree_Song,,athlete
Areeya_Chumsai,1971,other
Aref_Dalila,1942,other
Arel_Moodie,1983,other
Arend_Heyting,,academic
Arend_Lijphart,,academic
Arend_Lubbers,1931,other
Arenda_L._Wright_Allen,1960,office holder
Ares_J._Rosakis,1956,academic
"Aretas_Akers-Douglas,_1st_Viscount_Chilston",,office holder
Argile_Smith,1955,office holder
Ari_Handel,,other
Ari_Hoogenboom,1927,author
Ari_Hoptman,1967,other
Ari_L._Goldman,1949,other
Ari_Laptev,1950,academic
Ari_Meisel,,other
Ari_Melber,1980,other
Ari_Porth,,office holder
Ari_Shavit,1957,other
Ari_Zoldan,1976,other
Ariana_Berlin,1987,other
Ariane_Labed,1984,other
Ariane_Rinehart,1994,other
Arianna_Criscione,1985,athlete
Arianna_Huffington,,author
Aric_Rindfleisch,1965,other
Arick_Wierson,1971,other
Arie_Andries_Kruithof,1909,other
Arie_E._Kaufman,,academic
Arie_Maliniak,1949,other
Arie_Slob,1961,other
Arie_de_Graaf,,other
Arief_Yahya,1961,office holder
Arieh_Iserles,1947,academic
Ariel_D._Procaccia,,academic
Ariel_Gore,1970,other
Ariel_Lugo,,academic
Ariel_Rubinstein,,other
Ariel_Sharon,,office holder
Ariel_Ureta,"['1942', '1946']",other
Ariella_Arida,1988,other
Aries_Dimaunahan,1978,athlete
Arif_Alvi,1949,office holder
Arif_Ayub,1982,other
Arif_Zaman,,academic
Arifin_Zakaria,1950,office holder
Arika_Sato,1989,other
Aris_Marangopoulos,1948,author
Aris_Melissaratos,1943,other
Arisa_Inoue,,athlete
Arisoa_Razafitrimo,1954,office holder
Aristeidis_Moumoglou,1942,athlete
Aristid_Lindenmayer,,academic
Aristide_Guerriero,1986,athlete
Aristides_Baltas,,office holder
Aristides_Brezina,1848,other
Aristides_Patrinos,1947,academic
Aristides_de_Sousa_Mendes,1885,other
Aristóbulo_Istúriz,1946,other
Aritatsu_Ogi,1942,other
Arjan_El_Fassed,1973,other
Arjan_Kumar_Sikri,1954,other
Arjan_van_der_Schaft,,academic
Arjen_Lubach,,author
Arjo_Atayde,1990,other
Arjun_Appadurai,,academic
Arjun_Dass_Grover,1928,other
Arjun_Karki,,office holder
Arjun_Modhwadia,1957,office holder
Arjun_Narasingha_K.C.,,office holder
Arjun_Singh,,office holder
Arjun_Singh_Sethi,1981,other
Arjuna_Ardagh,1957,other
Arjuna_P._de_Silva,,office holder
Arjuna_Ranatunga,,office holder
Ark_Newton,,athlete
Arka_Keshari_Deo,,office holder
Arkadi_Ghukasyan,,office holder
Arkadi_Nemirovski,1947,academic
Arkady_Plastov,1893,other
Arkady_Rotenberg,1951,other
Arkady_Volsky,1932,other
Arkesh_Singh_Deo,1986,other
Arkley_Frieze,1914,office holder
Arland_Bruce_III,,athlete
"Arland_D._Williams,_Jr.",1935,other
Arland_F._Christ-Janer,,office holder
Arleigh_B._Templeton,,office holder
Arleigh_Williams,1912,other
Arlen_F._Gregorio,1931,office holder
Arlen_Specter,,office holder
Arlene_Ackerman,1947,other
Arlene_B._Arcillas,1969,other
Arlene_Becker,1948,office holder
Arlene_Blum,1945,other
Arlene_Dahl,1925,other
Arlene_Davila,,other
Arlene_Foster,,office holder
Arlene_Francis,1907,other
Arlene_Kramer_Richards,,other
Arlene_Render,1943,office holder
Arlene_Setzer,1952,office holder
Arlene_Violet,,office holder
Arlene_Wohlgemuth,,office holder
Arlie_C._Jones,1870,other
Arlie_F._Culp,,office holder
Arlie_Honeycutt,,other
Arlie_Petters,1964,academic
Arlin_M._Adams,,other
Arlington_G._Reynolds,,office holder
Arliss_Ryan,1950,author
Arliss_Sturgulewski,1927,office holder
Arlo_Bates,1850,other
Arlo_U._Landolt,1935,academic
Arlon_Lindner,1935,office holder
Arman_Manukyan,1931,other
Arman_Sedghi,1964,academic
Armand_Arreza,1971,office holder
Armand_Brinkhaus,1935,office holder
Armand_Duka,,office holder
Armand_Hammer,1898,other
Armand_Marie_Leroi,,academic
Armand_Mauss,1928,academic
Armand_de_Ricqlès,1938,other
Armando_Benedetti,1967,office holder
Armando_Favela,1986,athlete
Armando_Hinojosa,1944,other
Armando_Manuel,1972,office holder
Armando_Martinez_(Texas),,office holder
Armando_Montaño,1989,other
Armando_Omar_Bonilla,1967,office holder
Armando_Samper_Gnecco,1920,office holder
Armando_Torres_Chibrás,,other
Armando_Villegas,1926,other
Armando_Walle,1978,office holder
Armandt_Koster,1990,athlete
Armant_Legendre,,other
Armelie_Lumanu,,athlete
Armen_Alchian,,other
Armen_Darbinyan,1965,office holder
Armen_Der_Kiureghian,1947,other
Armen_Garo,,office holder
Armen_Gilliam,,athlete
Armen_Harutyunyan,1964,office holder
Armen_Sarvazyan,,academic
Armen_Takhtajan,,academic
Armen_Weitzman,,author
Armida_Alisjahbana,1960,office holder
Armin_Falk,1968,other
Armin_Kraeft,1909,other
Armin_Laschet,,office holder
Armin_Luistro,1961,office holder
Armin_Stromberg,1910,academic
Armin_Tehrany,,academic
Armin_Weiss,1927,academic
Armin_Öpik,1898,academic
Arminio_Fraga,,office holder
Armistead_Maupin,,author
Armistead_Thomson_Mason,,other
Armond_Budish,,office holder
Arn_Chorn-Pond,1966,other
Arn_Tellem,1954,other
Arnab_Goswami,1973,other
Arnab_Rai_Choudhuri,1956,academic
Arnab_Ray,0030,author
Arnaldo_Calveyra,1929,author
Arnaldo_Ferrari_Nasi,1965,other
Arnaldo_Maria_Angelini,1909,other
Arnas_Butkevičius,1992,athlete
Arnaud_Beauville,1947,academic
Arnaud_Gascon-Nadon,1988,athlete
Arnaud_Lagardère,1961,other
Arnaud_Montebourg,,office holder
Arne_Beurling,,academic
Arne_Duncan,,office holder
Arne_Fjellbu,1890,other
Arne_Groh,1962,other
Arne_L._Kalleberg,1949,academic
Arne_Palmqvist,1921,other
Arne_Somersalo,1891,other
Arne_Strand,1944,other
Arne_Tiselius,,academic
Arnett_E._Girardeau,1929,office holder
Arnie_Arenz,1911,athlete
Arnie_Ball,1944,other
Arnie_Johnson,1920,athlete
Arnie_Oliver,1907,other
Arnie_Tuadles,1956,athlete
Arnim_Whisler,,other
Arnis_Balčus,,other
Arnnon_Geshuri,,other
Arno_Allan_Penzias,,academic
Arno_Botha,1991,athlete
Arno_J._Mayer,,academic
Arnold_A._Chacón,,other
Arnold_B._Grobman,,academic
Arnold_Beck,1916,other
Arnold_Brecht,1884,office holder
Arnold_Buffum_Chace,1845,other
Arnold_Burns,,office holder
Arnold_Christopher_Ræstad,1878,other
Arnold_D._Margolin,,office holder
Arnold_Deutsch,1903,other
Arnold_Diestel,1857,office holder
Arnold_Durig,1872,academic
Arnold_Eskin,,academic
Arnold_Everitt_Campbell,1906,author
Arnold_Gesell,,academic
Arnold_H._Buss,1924,academic
Arnold_Hano,1922,author
Arnold_Harberger,,academic
Arnold_Heeney,1902,other
Arnold_Heertje,1934,other
Arnold_Hiatt,1928,other
Arnold_J._Levine,,academic
Arnold_J._Toynbee,1889,other
Arnold_Jack_Rosenthal,1923,office holder
Arnold_Jackson_(American_football),1977,athlete
Arnold_Jeter,,other
Arnold_Kegel,,academic
Arnold_Klebs,1870,academic
Arnold_Kling,1954,academic
Arnold_Krammer,1941,other
Arnold_L._Kirkpatrick,1886,other
Arnold_Lewis_Raphel,,office holder
Arnold_McCallum,1931,other
"Arnold_McNair,_1st_Baron_McNair",1885,other
Arnold_Morgado,1952,athlete
Arnold_Naimark,,office holder
Arnold_Naudain,,office holder
Arnold_Olsen,1916,office holder
Arnold_Orville_Beckman,,academic
Arnold_Palmer,,athlete
Arnold_R._Kilpatrick,1920,office holder
Arnold_R._Weber,1929,other
Arnold_Rampersad,1941,other
Arnold_Ridley,1896,other
Arnold_Ross,,academic
Arnold_Schwarzenegger,,office holder
Arnold_Simpson,1952,office holder
Arnold_Sommerfeld,,academic
Arnold_Spencer-Smith,1883,other
Arnold_Tancred,1904,athlete
Arnold_Theiler,1867,other
Arnold_Toynbee,,academic
Arnold_W._Braswell,1925,other
Arnold_Walfisz,,academic
Arnold_Weinstein_(scholar),,academic
Arnold_Wolfendale,,academic
Arnold_Zellner,,academic
Arnond_Vongvanij,,athlete
Arnulf_Bryan_Fuentebella,,office holder
Arnulf_Kolstad,1942,other
Arnulfo_Fuentebella,1945,office holder
Arnved_Nedkvitne,1947,academic
Arogyaswami_Paulraj,1944,other
Aron_K._Barbey,1977,academic
Aron_Kuppermann,1926,academic
Aron_Modig,1985,office holder
Aron_Price,1982,athlete
Aron_Ralston,1975,other
Aron_Stewart,1950,athlete
Aronda_Nyakairima,1959,other
Arpad_Elo,,academic
Arpad_Vass,1959,academic
Arpita_Ghosh,,office holder
Arran_Pene,,athlete
Arrington_Dixon,,other
Arron_Oberholser,,athlete
Arron_Patrick,1987,athlete
Arsalan_Fathipour,1961,other
Arsalan_Iftikhar,1977,other
Arsen_Bauk,1973,office holder
Arsenio_Balisacan,,office holder
Arsenio_Cruz-Herrera,,office holder
Arsenio_Hall,1956,other
Arseniy_Yatsenyuk,,office holder
Arseny_Roginsky,,academic
Arseny_Sokolov,1910,academic
Arseny_Zverev,,office holder
Arsh_Shah_Dilbagi,1998,other
Arshad_Hasan,1980,other
Arshad_Sharif,"['1963', '1973']",other
Arshi_Pipa,1920,author
Art_Agnos,,office holder
Art_Badenoch,1884,other
Art_Baker_(coach),1929,other
Art_Baker_(gridiron_football),,athlete
Art_Briles,1955,other
Art_Buchwald,1925,other
Art_Carmody,1984,athlete
Art_Collins_(basketball),,athlete
Art_DeFehr,1942,other
Art_Doering,1915,athlete
Art_Dufelmeier,1923,other
Art_Eason,,other
Art_Edgson,1949,athlete
Art_Hillebrand,,other
Art_Howe_(American_football),1890,athlete
Art_Kahler,1897,other
Art_Kaufman,,other
Art_Keller,1921,other
Art_Kirkendoll,1951,office holder
Art_Lentini,1953,office holder
Art_Lewis,,other
Art_Long,,athlete
Art_Lund_(politician),,office holder
Art_Mahan,1913,athlete
Art_Martinez_de_Vara,1975,office holder
Art_McLarney,1908,athlete
Art_McLarney__Art_McLarney__1,,other
Art_Napolitano,1956,athlete
Art_Olivier,,other
Art_Orloske,1922,other
Art_Powell_(coach),1884,other
Art_Raimo,1916,other
Art_Renner,1923,athlete
"Art_Rust,_Jr.",1927,other
Art_Savage,1951,other
Art_Spinney,1927,athlete
Art_Staed,1949,office holder
Art_Stephenson,1942,other
Art_Stevenson,,athlete
Art_Turner,1982,office holder
Art_Van_Tone,1918,athlete
"Art_Wall,_Jr.",,athlete
Art_Weiner,,athlete
Art_Wittich,1957,office holder
Art_Wrubel,1965,other
Art_dela_Cruz,1989,athlete
Artaballabha_Mohanty,1887,author
Artashes_Geghamyan,1949,office holder
Artavis_Scott,1994,athlete
Arte_Johnson,1929,other
Arte_Moreno,1946,other
Artem_R._Oganov,1975,academic
Artemas_Wyman_Sawyer,1827,other
Artemio_Panganiban,,office holder
Arthenia_Joyner,1943,office holder
Arthur_A._Dole,,academic
"Arthur_A._Seeligson,_Jr.",1920,other
Arthur_A._Small,,office holder
Arthur_Agee,1972,other
Arthur_Alan_Wolk,1943,other
Arthur_Altschul,1920,other
Arthur_Amiotte,1942,other
Arthur_Amos_Noyes,,academic
"Arthur_Annesley,_1st_Earl_of_Anglesey",,office holder
"Arthur_Annesley,_5th_Earl_of_Anglesey",1678,office holder
Arthur_Aron,,academic
Arthur_Ashkin,,academic
Arthur_B._B._Moore,,other
"Arthur_B._Culvahouse,_Jr.",,office holder
Arthur_B._Hancock,1875,other
"Arthur_B._Hancock,_Jr.",1910,other
Arthur_B._McDonald,,academic
Arthur_B._Robinson,,academic
Arthur_B._Rouse,1874,office holder
Arthur_B._Shostak,1937,other
Arthur_B._VanGundy,,academic
Arthur_B._Woodford,1861,other
Arthur_Balfour,,office holder
Arthur_Barratt,1891,other
Arthur_Beauchesne,1876,office holder
Arthur_Beaudet,,academic
Arthur_Berndt,1884,other
Arthur_Bestor,1908,other
Arthur_Birch_(organic_chemist),,academic
Arthur_Blank,1942,other
Arthur_Bluethenthal,1891,other
Arthur_Bourns,,office holder
Arthur_Braverman,1942,author
Arthur_Brides,1885,other
Arthur_Broadhurst,1964,office holder
Arthur_Brown_(Utah_senator),,office holder
Arthur_Butz,,academic
Arthur_Byron_Coble,1878,academic
Arthur_C._Brooks,1964,other
Arthur_C._Clarke,,author
Arthur_C._Cope,1909,academic
Arthur_C._Graesser,1950,academic
Arthur_C._Harmon,1925,other
Arthur_C._Keller,1901,academic
Arthur_C._Vailas,,office holder
Arthur_C._Watson,1909,office holder
Arthur_C._Yap,1965,office holder
"Arthur_Capell,_1st_Baron_Capell_of_Hadham",,office holder
Arthur_Carter_(politician),1847,office holder
Arthur_Cayley,,academic
Arthur_Cecil_Pigou,,other
Arthur_Chapin,1868,office holder
Arthur_Charlett,1655,other
Arthur_Chaskalson,,office holder
"Arthur_Chichester,_1st_Baron_Chichester",1563,other
"Arthur_Chichester,_4th_Baron_Templemore",,office holder
Arthur_Chu,1984,other
Arthur_Cleveland_Bent,1866,other
Arthur_Collins_(judge),1834,office holder
Arthur_Colvin,1884,other
Arthur_Compton,,academic
Arthur_Cornish,1897,athlete
Arthur_Corvese,,office holder
Arthur_Covey,1877,other
Arthur_Cox_(ornithologist),1870,other
Arthur_Cronquist,,academic
Arthur_Currie,,other
Arthur_Cushing,1869,office holder
Arthur_Cutts_Willard,1878,office holder
Arthur_D._Ganong,1877,other
Arthur_D._Hershey,1937,office holder
Arthur_D._Levinson,1950,other
Arthur_D._Norcross,1848,office holder
Arthur_Dalrymple_Fanshawe,1847,other
Arthur_Davidson_(politician),,other
Arthur_Davison_Ficke,1883,other
Arthur_De_Vany,,other
Arthur_De_Wint_Foote,1849,other
Arthur_Dignam,1939,other
Arthur_Dong,1953,other
Arthur_Dorward,,athlete
Arthur_Dudley_Dobson,1841,other
Arthur_Dunn,1860,athlete
Arthur_E._Chase,1930,office holder
Arthur_E._Eilers,1888,other
Arthur_Eddington,,academic
Arthur_Elliot_(politician),1846,office holder
Arthur_Elmore_Bostwick,1860,author
Arthur_Eric_Keuneman,,other
Arthur_Ernest_Morgan,,office holder
Arthur_Erskine_Ellis,1902,academic
Arthur_Eustace_Morgan,,office holder
Arthur_Evans,,academic
Arthur_Evans_(author),1942,author
Arthur_Evanson,1859,athlete
Arthur_Eve,,other
Arthur_F._Burns,,office holder
Arthur_F._Holmes,1924,other
Arthur_F._Smith,,other
Arthur_F_Hebard,1940,academic
Arthur_Finlay_(rugby_union_born_1903),1903,athlete
Arthur_Fletcher,,office holder
"Arthur_Foljambe,_2nd_Earl_of_Liverpool",,office holder
Arthur_Foot,1901,other
Arthur_Francis_Buddington,1890,academic
Arthur_Friedenreich,,athlete
Arthur_Frommer,,author
Arthur_G._Cohen,1930,other
Arthur_G._Hansen,,academic
Arthur_Gaillard,,office holder
Arthur_Galston,1920,academic
Arthur_Gamgee,1841,other
Arthur_Ganson,,other
Arthur_Giardelli,1911,other
Arthur_Gibson_(rugby_union_player),1844,athlete
Arthur_Goldberg,,other
Arthur_Goldberger,,other
Arthur_Gordon_Webster,1863,academic
Arthur_Gostick_Shorrock,1861,other
Arthur_Granville_Dewalt,1854,office holder
Arthur_Guepe,,other
Arthur_H._Day,1890,other
Arthur_H._Livermore,1915,academic
Arthur_H._Parmelee,1883,other
Arthur_H._Vandenberg,,office holder
Arthur_H._White,1924,other
Arthur_Hale_Curtis,1881,other
Arthur_Hall_Smith,1929,other
"Arthur_Hamilton,_Lord_Hamilton",1942,other
Arthur_Handy,1967,office holder
Arthur_Harden,,academic
Arthur_Harding,1878,athlete
Arthur_Havelock,,other
Arthur_Hawkins,1913,other
Arthur_Hawley_Scribner,1859,other
Arthur_Hays_Sulzberger,1891,other
"Arthur_Hayter,_1st_Baron_Haversham",1835,office holder
Arthur_Headlam,1862,other
Arthur_Henry_Reginald_Buller,,academic
Arthur_Heywood,1849,other
Arthur_Hezlet,1914,other
Arthur_Hill_(actor),1922,other
Arthur_Hodgson,,office holder
Arthur_Holmes,,academic
Arthur_Horatio_Parnell,1852,office holder
Arthur_Hugh_Clough,,author
Arthur_Hughes_(rugby_player),,athlete
Arthur_Ingersoll_Meigs,1882,other
Arthur_J._Ammann,1936,academic
Arthur_J._Deikman,1929,academic
Arthur_J._Gajarsa,,office holder
Arthur_J._Lohwater,1922,academic
Arthur_J._Pierce,,other
Arthur_J._Roberts,1870,office holder
Arthur_J._Schwab,1946,other
Arthur_J._Tuttle,1868,other
Arthur_J._Weaver,,office holder
Arthur_J._Willis,,other
Arthur_James_(politician),,office holder
Arthur_Jeffress,1905,other
Arthur_Jeffrey_Dempster,,academic
Arthur_Jennings_(rugby_union),1940,athlete
Arthur_Jensen,,academic
Arthur_K._Cebrowski,,other
Arthur_K._Shapiro,,academic
Arthur_K._Smith,1937,office holder
Arthur_Karpus,1898,athlete
Arthur_Katalayi,1982,other
Arthur_Keith,,academic
Arthur_Kendel,,other
Arthur_Kennedy_(bishop),1942,other
Arthur_Kennedy_(governor),,office holder
Arthur_Kerry,1879,athlete
Arthur_Kornberg,,academic
Arthur_Kraft,1922,other
Arthur_L._Aidala,1967,other
Arthur_L._Haywood_III,,office holder
Arthur_L._Horwich,1951,academic
